Date,bovespa,sp500,dolar,nikkei,newyork,nasdaq,xangai,londres
2003-12-01,20521.0,1058.2,2.95,10006.13,6073.0,1972.97,12306.26,4342.6
2003-12-02,20458.0,1070.12,2.92,10452.64,6147.35,1986.8,12526.23,4410.0
2003-12-03,20540.0,1066.62,2.93,10412.24,6139.62,1989.14,12386.01,4378.9
2003-12-04,20414.0,1064.73,2.93,10341.71,6142.78,1966.92,12379.94,4392.0
2003-12-05,20880.0,1069.72,2.94,10406.47,6153.9,1949.26,12309.57,4378.2
2003-12-08,20889.0,1061.5,2.93,10281.25,6122.88,1937.48,12214.19,4367.0
2003-12-09,21260.0,1069.3,2.94,10107.26,6166.17,1955.5,12244.66,4359.8
2003-12-10,20973.0,1060.18,2.93,10053.17,6137.21,1912.24,12321.59,4379.6
2003-12-11,21296.0,1059.05,2.94,9972.58,6108.81,1904.48,12343.89,4335.4
2003-12-12,20974.0,1071.21,2.94,10139.69,6175.99,1947.26,12631.63,4331.3
2003-12-15,20710.0,1074.14,2.93,10308.34,6197.45,1978.77,12705.42,4347.6
2003-12-16,20760.0,1068.04,2.92,10352.04,6172.02,1918.06,12400.85,4348.0
2003-12-17,21199.0,1075.13,2.94,10276.19,6207.08,1922.21,12315.23,4333.0
2003-12-18,21489.0,1076.48,2.93,10096.8,6213.54,1924.62,12225.78,4354.2
2003-12-19,21386.0,1089.18,2.93,10215.71,6288.06,1963.28,12385.19,4397.3
2003-12-22,21630.0,1088.66,2.92,10248.81,6284.3,1946.19,12422.32,4412.3
2003-12-29,22045.0,1095.89,2.9,10454.69,6364.3,1976.93,12443.56,4444.7
2003-12-30,22236.0,1109.48,2.86,10617.62,6442.18,2003.98,12560.34,4457.5
2004-01-05,23532.0,1108.48,2.88,10787.83,6451.26,2020.78,12844.59,4510.2
2004-01-06,23576.0,1122.22,2.85,10918.48,6534.58,2044.55,13063.45,4513.3
2004-01-07,23320.0,1123.67,2.87,10835.9,6541.15,2056.75,13122.99,4505.2
2004-01-08,23717.0,1126.33,2.86,10760.98,6525.3,2089.6,13184.44,4473.0
2004-01-09,23917.0,1131.92,2.85,10932.34,6569.32,2083.64,13326.05,4494.2
2004-01-13,23940.0,1127.23,2.79,10965.61,6543.68,2113.11,13384.3,4449.6
2004-01-14,23399.0,1121.22,2.81,10797.7,6509.45,2104.29,13289.11,4440.1
2004-01-15,22962.0,1130.52,2.82,10855.2,6559.73,2101.86,13336.18,4461.4
2004-01-16,23155.0,1132.05,2.81,10719.19,6550.04,2126.12,13229.89,4456.1
2004-01-20,23679.0,1139.83,2.84,11055.01,6567.68,2149.03,13280.27,4518.1
2004-01-21,23302.0,1138.77,2.84,11056.14,6599.48,2139.33,13631.42,4499.3
2004-01-26,24350.0,1141.55,2.84,11004.44,6626.82,2120.56,13756.76,4460.8
2004-01-27,24226.0,1155.37,2.84,11049.12,6672.04,2148.05,13737.56,4445.5
2004-01-28,23852.0,1144.05,2.87,10844.58,6639.78,2125.02,13668.43,4447.0
2004-01-29,22386.0,1128.48,2.89,10755.37,6555.97,2085.54,13226.88,4468.1
2004-01-30,21851.0,1134.11,2.93,10761.83,6555.71,2068.36,13315.02,4411.5
2004-02-02,21787.0,1131.13,2.93,10784.93,6551.63,2072.13,13158.26,4390.7
2004-02-03,22281.0,1135.26,2.92,10787.32,6568.7,2061.28,12921.78,4381.4
2004-02-04,21685.0,1136.03,2.92,10614.73,6574.82,2042.83,13058.07,4390.6
2004-02-05,21092.0,1126.52,2.92,10377.9,6526.1,2024.48,13063.0,4398.5
2004-02-06,21969.0,1128.59,2.93,10484.43,6544.28,2025.96,13070.22,4384.4
2004-02-09,21962.0,1142.76,2.93,10533.4,6632.65,2069.29,13437.21,4402.7
2004-02-10,22171.0,1139.81,2.92,10418.18,6641.82,2061.1,13558.28,4434.4
2004-02-12,23063.0,1157.76,2.9,10450.37,6751.05,2084.02,13680.55,4396.0
2004-02-13,22530.0,1152.11,2.89,10436.69,6716.19,2080.17,13587.41,4377.7
2004-02-17,22426.0,1145.81,2.91,10556.18,6691.4,2068.42,13854.49,4408.1
2004-02-18,22000.0,1156.99,2.92,10759.48,6770.27,2084.23,13948.74,4461.5
2004-02-19,20951.0,1151.82,2.94,10745.4,6719.14,2091.71,13871.33,4442.9
2004-02-20,21337.0,1147.06,2.96,10743.8,6715.29,2052.13,13889.68,4515.6
2004-02-25,21609.0,1139.09,2.96,10626.64,6654.88,2010.59,13773.12,4496.8
2004-02-26,21450.0,1143.67,2.94,10734.33,6670.27,2018.91,13618.06,4507.5
2004-02-27,21755.0,1145.8,2.93,10852.75,6677.66,2036.67,13722.71,4515.9
2004-03-01,22499.0,1144.94,2.9,11112.68,6692.37,2036.92,14021.36,4492.2
2004-03-02,22442.0,1155.97,2.89,11344.83,6766.56,2056.38,13906.44,4537.0
2004-03-03,22550.0,1149.1,2.89,11365.72,6717.13,2037.11,13553.09,4540.1
2004-03-04,22393.0,1151.03,2.89,11341.98,6718.33,2034.73,13472.89,4525.1
2004-03-05,22873.0,1154.87,2.89,11476.49,6742.75,2037.33,13434.44,4559.1
2004-03-08,22993.0,1156.86,2.87,11578.02,6780.03,2052.07,13549.94,4547.1
2004-03-09,22674.0,1147.2,2.87,11460.6,6741.38,2008.75,13544.67,4553.8
2004-03-10,21670.0,1140.58,2.87,11490.26,6698.25,1997.11,13312.0,4542.0
2004-03-11,20763.0,1123.89,2.9,11310.15,6591.72,1953.59,12996.76,4545.3
2004-03-12,21776.0,1106.78,2.91,11163.58,6480.56,1961.0,12809.67,4445.2
2004-03-15,21234.0,1120.57,2.9,11284.35,6545.96,1977.78,13002.32,4467.4
2004-03-16,21613.0,1104.49,2.9,11253.43,6445.13,1952.78,12820.37,4412.9
2004-03-17,21901.0,1110.7,2.9,11297.46,6489.72,1956.52,12948.49,4428.9
2004-03-18,22370.0,1123.75,2.91,11571.36,6567.72,1971.26,12998.69,4456.8
2004-03-19,22261.0,1122.32,2.91,11416.04,6561.17,1964.97,12792.67,4397.9
2004-03-22,21663.0,1109.78,2.9,11332.24,6501.53,1929.02,12593.42,4417.7
2004-03-23,21205.0,1095.4,2.91,11200.83,6404.3,1923.23,12437.17,4333.8
2004-03-24,20985.0,1093.95,2.91,11295.97,6418.31,1908.04,12618.87,4318.5
2004-03-25,21000.0,1091.33,2.93,11431.61,6408.05,1923.22,12579.92,4309.4
2004-03-26,21541.0,1109.19,2.93,11619.48,6464.42,1963.52,12647.72,4373.6
2004-03-29,21531.0,1108.06,2.94,11775.46,6469.56,1975.43,12493.36,4357.5
2004-03-30,22043.0,1122.47,2.94,11824.83,6553.56,1985.67,12555.93,4406.7
2004-03-31,22142.0,1127.0,2.91,11716.55,6586.63,2001.09,12706.7,4412.8
2004-04-01,22647.0,1126.21,2.89,11756.16,6599.06,1996.45,12679.43,4385.7
2004-04-02,22949.0,1132.17,2.89,11726.87,6644.34,2046.05,12727.13,4410.7
2004-04-06,23072.0,1150.57,2.88,12042.99,6715.04,2064.13,12886.11,4480.7
2004-04-07,22443.0,1148.16,2.87,12017.35,6694.14,2055.61,12909.73,4472.8
2004-04-08,22725.0,1140.53,2.87,12013.16,6675.44,2074.58,12919.04,4468.7
2004-04-13,22620.0,1145.2,2.88,12140.12,6683.65,2072.95,13015.24,4489.7
2004-04-14,22312.0,1129.44,2.89,12064.49,6583.63,2018.36,12891.68,4515.8
2004-04-15,21739.0,1128.17,2.89,12118.03,6551.17,2026.52,12648.64,4485.4
2004-04-16,21769.0,1128.84,2.92,11817.97,6569.48,2002.43,12422.17,4505.5
2004-04-19,21627.0,1134.56,2.91,11854.64,6616.93,1995.37,12452.0,4537.3
2004-04-20,21078.0,1135.82,2.92,11821.46,6620.05,2022.62,12492.99,4546.2
2004-04-22,21142.0,1124.09,2.93,12026.09,6546.77,1992.65,12235.99,4539.9
2004-04-23,21590.0,1139.93,2.93,12050.7,6633.3,2045.92,12296.72,4571.8
2004-04-26,21324.0,1140.6,2.91,12135.31,6616.87,2052.25,12304.87,4570.0
2004-04-27,21317.0,1135.53,2.91,12115.05,6597.69,2040.53,12141.82,4571.8
2004-04-28,20474.0,1138.11,2.92,12077.21,6612.07,2026.44,12148.5,4575.7
2004-04-30,19607.0,1113.89,2.96,11862.35,6452.23,1962.49,11898.53,4519.5
2004-05-06,19190.0,1121.53,2.95,11777.44,6554.01,1945.87,11985.72,4569.5
2004-05-07,18620.0,1113.99,3.0,11497.4,6482.61,1931.86,11902.87,4516.2
2004-05-10,17604.0,1098.7,3.06,11384.03,6364.07,1904.73,11704.25,4498.4
2004-05-11,18537.0,1087.12,3.14,10850.48,6251.82,1909.5,11420.75,4395.2
2004-05-12,18326.0,1095.45,3.07,11017.65,6301.05,1924.32,11590.91,4454.7
2004-05-13,18402.0,1097.28,3.14,11081.75,6311.12,1918.63,11498.03,4412.9
2004-05-14,18611.0,1096.44,3.13,10846.61,6294.58,1922.47,11421.92,4453.8
2004-05-17,18122.0,1095.7,3.09,10790.79,6293.34,1881.06,11207.25,4441.8
2004-05-18,18556.0,1084.1,3.12,10533.17,6231.31,1892.29,11033.42,4403.0
2004-05-19,18688.0,1091.49,3.13,10777.38,6276.54,1917.58,11227.47,4414.4
2004-05-20,18240.0,1088.68,3.13,10949.07,6287.16,1902.78,11414.75,4471.8
2004-05-21,18285.0,1089.19,3.21,10889.89,6277.12,1910.04,11350.2,4428.7
2004-05-24,18669.0,1093.56,3.19,11094.71,6308.12,1924.87,11584.43,4431.4
2004-05-25,18860.0,1095.41,3.18,11071.51,6334.13,1920.94,11616.56,4428.9
2004-05-27,19734.0,1114.94,3.16,11163.82,6435.14,1982.77,11904.75,4438.3
2004-05-28,19667.0,1121.28,3.12,11267.23,6492.3,1985.54,12089.54,4453.6
2004-06-01,19546.0,1120.68,3.19,11204.69,6484.73,1978.52,12172.23,4430.7
2004-06-02,19717.0,1121.2,3.15,11283.21,6487.28,1995.18,12075.03,4422.7
2004-06-03,19400.0,1124.99,3.13,11275.95,6506.37,1983.86,12200.52,4422.8
2004-06-04,19819.0,1116.64,3.15,11057.19,6456.71,1982.65,11965.6,4435.4
2004-06-07,20447.0,1122.5,3.13,11212.64,6503.88,1991.67,12258.72,4454.4
2004-06-08,20284.0,1140.42,3.11,11533.93,6610.89,2010.72,12412.13,4491.6
2004-06-09,19865.0,1142.18,3.11,11514.72,6603.42,2015.04,12356.38,4504.8
2004-06-14,19488.0,1136.47,3.14,11495.8,6556.97,1987.75,12430.2,4484.0
2004-06-15,20047.0,1125.29,3.17,11457.11,6465.2,1982.41,12039.24,4433.2
2004-06-16,20460.0,1132.01,3.12,11492.43,6526.03,1997.1,12245.71,4458.6
2004-06-17,20335.0,1133.56,3.14,11630.21,6535.37,1993.69,12135.57,4491.1
2004-06-18,20333.0,1132.05,3.13,11552.72,6546.01,1977.77,11960.05,4493.3
2004-06-21,20293.0,1135.02,3.14,11474.39,6566.58,1990.82,11997.32,4505.8
2004-06-23,20836.0,1134.41,3.13,11642.23,6553.81,1992.05,11860.23,4468.5
2004-06-24,20708.0,1144.06,3.12,11652.54,6602.34,2020.11,11923.99,4486.7
2004-06-25,20750.0,1140.65,3.09,11742.94,6597.56,2016.74,12159.87,4503.2
2004-06-28,20351.0,1134.43,3.11,11801.88,6571.23,2038.98,12142.36,4494.1
2004-06-29,20801.0,1133.35,3.13,11816.89,6571.58,2017.35,12167.82,4518.7
2004-06-30,21149.0,1136.2,3.11,11869.86,6574.52,2038.34,12199.18,4512.4
2004-07-02,21568.0,1128.94,3.07,11781.54,6544.78,2014.09,12052.36,4424.7
2004-07-06,21188.0,1125.38,3.02,11536.45,6542.36,1994.7,12274.11,4403.3
2004-07-07,21171.0,1116.21,3.05,11359.71,6497.53,1961.22,12174.6,4370.7
2004-07-08,20887.0,1118.33,3.03,11372.63,6518.71,1951.79,12295.47,4358.4
2004-07-12,21532.0,1112.81,3.04,11532.64,6500.41,1936.17,12227.55,4393.2
2004-07-13,21677.0,1114.35,3.03,11544.02,6503.78,1940.31,12191.72,4360.0
2004-07-14,21673.0,1115.14,3.04,11663.4,6504.6,1913.73,12062.41,4357.7
2004-07-15,22065.0,1111.47,3.02,11413.33,6488.79,1920.14,11931.89,4372.6
2004-07-16,22447.0,1106.69,3.02,11327.75,6457.16,1926.19,11868.2,4340.7
2004-07-20,22361.0,1100.9,2.99,11318.14,6446.66,1886.69,12098.11,4321.1
2004-07-21,21810.0,1108.67,3.0,11335.24,6473.03,1933.02,12248.1,4339.4
2004-07-22,21730.0,1093.88,3.03,11310.57,6390.12,1872.43,12295.2,4377.3
2004-07-23,21591.0,1096.84,3.04,11263.5,6390.64,1874.46,12286.02,4306.3
2004-07-26,21318.0,1086.2,3.05,11099.87,6324.27,1852.42,12242.6,4326.3
2004-07-27,21737.0,1084.07,3.08,11126.27,6297.63,1844.28,12273.65,4287.0
2004-07-28,22168.0,1094.83,3.05,11133.48,6347.6,1861.37,12378.09,4324.9
2004-07-29,22228.0,1095.42,3.05,11187.31,6357.76,1871.54,12265.52,4356.2
2004-07-30,22337.0,1100.43,3.03,11211.2,6394.07,1878.54,12290.57,4418.7
2004-08-02,22448.0,1101.72,3.04,11274.45,6403.15,1874.93,12233.63,4413.1
2004-08-03,22373.0,1106.62,3.05,11230.29,6426.4,1887.14,12405.3,4415.7
2004-08-04,22178.0,1099.69,3.05,11077.52,6402.68,1850.78,12269.98,4429.7
2004-08-05,21330.0,1098.63,3.05,11060.18,6385.07,1856.99,12319.33,4408.1
2004-08-06,21653.0,1080.7,3.07,10944.61,6295.1,1805.95,12403.0,4413.4
2004-08-09,21261.0,1063.97,3.03,10827.6,6225.8,1782.35,12420.73,4337.9
2004-08-10,21737.0,1065.22,3.04,10849.7,6227.46,1782.3,12455.49,4314.4
2004-08-11,21570.0,1079.04,3.03,11049.8,6295.11,1778.43,12477.41,4350.9
2004-08-12,21570.0,1075.79,3.04,11005.13,6278.6,1770.68,12342.32,4312.2
2004-08-13,21401.0,1063.23,3.03,10901.56,6217.06,1762.46,12347.36,4328.1
2004-08-16,21764.0,1064.8,3.02,10728.98,6234.84,1759.58,12320.77,4301.5
2004-08-17,22061.0,1079.34,3.01,10772.24,6315.99,1792.26,12278.69,4350.2
2004-08-18,22779.0,1081.71,2.99,10724.82,6319.21,1787.66,12209.52,4358.7
2004-08-19,22935.0,1095.17,2.98,10861.92,6386.73,1825.91,12296.58,4355.2
2004-08-20,23196.0,1091.23,2.99,10859.08,6372.63,1819.54,12358.56,4362.6
2004-08-23,22852.0,1098.35,2.96,10961.91,6414.69,1843.79,12413.77,4369.2
2004-08-24,22870.0,1095.68,2.96,10978.62,6385.44,1846.93,12424.34,4405.3
2004-08-25,23058.0,1096.19,2.95,10959.52,6382.51,1836.72,12666.76,4407.5
2004-08-26,22582.0,1104.96,2.95,11196.29,6431.82,1855.77,12793.08,4411.6
2006-03-24,37577.0,1301.67,2.17,16501.5,8227.03,2304.74,15778.18,5990.1
2006-03-27,37641.0,1302.95,2.16,16599.92,8252.38,2312.47,15743.67,6036.3
2006-03-28,36682.0,1301.61,2.17,16550.47,8232.02,2315.61,15824.53,5972.2
2006-03-29,37492.0,1293.23,2.23,16670.38,8175.72,2309.94,15790.43,5935.7
2006-03-30,37777.0,1302.89,2.21,17011.13,8249.38,2340.23,15819.42,5959.2
2006-03-31,37952.0,1300.25,2.19,17088.76,8271.86,2345.53,15942.73,6015.2
2006-04-03,38717.0,1302.88,2.16,17127.61,8233.23,2352.24,15904.97,5964.6
2006-04-04,38802.0,1297.81,2.14,17295.58,8269.65,2337.95,16107.22,6024.3
2006-04-06,39285.0,1311.56,2.13,17365.57,8369.17,2358.92,16222.29,6044.1
2006-04-07,38926.0,1309.04,2.13,17498.88,8359.71,2367.32,16415.52,6045.7
2006-04-10,38475.0,1295.51,2.15,17455.03,8270.68,2340.39,16383.58,6026.1
2006-04-11,37901.0,1296.6,2.15,17460.68,8282.79,2337.88,16480.86,6067.0
2006-04-12,38427.0,1286.57,2.14,17297.18,8214.46,2309.39,16414.37,6016.5
2006-04-13,38082.0,1288.12,2.13,17232.28,8220.56,2314.32,16360.16,6000.8
2006-04-18,39572.0,1285.33,2.14,16971.76,8242.13,2318.27,16534.9,6029.4
2006-04-19,39938.0,1307.65,2.11,17405.92,8389.43,2358.87,16858.03,6044.1
2006-04-20,39775.0,1309.93,2.11,17391.94,8431.22,2368.74,16888.88,6089.8
2006-04-24,39751.0,1311.28,2.12,17245.62,8461.06,2338.78,16917.61,6132.7
2006-04-25,39738.0,1308.11,2.12,16929.36,8440.57,2338.54,16734.83,6098.7
2006-04-26,40410.0,1301.74,2.12,16993.23,8405.94,2333.57,16628.6,6086.6
2006-04-27,39751.0,1305.41,2.12,17118.92,8429.74,2324.63,16749.48,6104.3
2006-04-28,40363.0,1309.72,2.12,17039.37,8440.5,2321.61,16461.6,6060.0
2006-05-02,41017.0,1305.19,2.08,16920.13,8461.93,2311.73,16764.59,6023.1
2006-05-08,41515.0,1325.76,2.05,17334.19,8632.94,2342.41,17204.25,6091.7
2006-05-09,41979.0,1324.66,2.07,17253.81,8623.22,2339.71,17278.87,6067.1
2006-05-10,41752.0,1324.57,2.06,17161.47,8646.96,2332.82,17205.35,6105.6
2006-05-11,40847.0,1322.63,2.07,16887.37,8631.42,2319.08,17065.96,6083.4
2006-05-12,40223.0,1305.88,2.09,16655.98,8526.76,2263.97,16868.86,6042.0
2006-05-15,39271.0,1291.19,2.14,16395.88,8411.25,2234.01,16623.35,5912.1
2006-05-16,39416.0,1294.5,2.18,16508.89,8378.21,2239.0,16400.66,5841.3
2006-05-17,38291.0,1291.73,2.13,16259.02,8387.57,2214.9,16497.91,5846.2
2006-05-18,37807.0,1270.25,2.2,16089.25,8199.38,2205.37,16232.16,5675.5
2006-05-19,37733.0,1261.81,2.17,16041.18,8148.15,2183.34,16169.78,5671.6
2006-05-22,36497.0,1267.03,2.2,16254.56,8176.01,2178.15,16295.37,5657.4
2006-05-23,36110.0,1262.06,2.28,15722.05,8094.8,2188.38,15747.4,5532.7
2006-05-24,35792.0,1256.56,2.35,15676.64,8094.64,2159.83,15857.21,5678.7
2006-05-25,37569.0,1258.41,2.36,15809.33,8063.11,2182.43,15741.81,5587.1
2006-05-26,38506.0,1272.71,2.27,15827.87,8187.42,2205.9,15897.28,5677.7
2006-05-30,36413.0,1280.04,2.27,15920.79,8241.15,2202.57,15976.37,5791.0
2006-06-01,37748.0,1270.05,2.3,15603.25,8189.11,2179.82,15817.82,5723.8
2006-06-02,37942.0,1285.71,2.25,15600.28,8270.89,2229.84,15731.82,5749.7
2006-06-05,36740.0,1288.16,2.28,15719.31,8305.22,2212.35,15964.31,5764.6
2006-06-06,36558.0,1265.23,2.26,15500.92,8145.7,2174.28,15844.92,5762.1
2006-06-07,35264.0,1263.61,2.25,15285.05,8100.77,2166.58,15916.77,5669.8
2006-06-08,35438.0,1256.08,2.25,14990.04,8037.08,2141.59,15603.11,5706.3
2006-06-09,35075.0,1257.93,2.27,14530.5,7992.5,2151.92,15468.83,5562.9
2006-06-12,33555.0,1252.27,2.26,14685.46,7965.29,2137.47,15560.71,5655.2
2006-06-13,32848.0,1236.08,2.3,14650.59,7855.46,2089.88,15417.24,5620.9
2006-06-14,32941.0,1223.66,2.29,14084.52,7719.78,2075.55,15238.58,5519.6
2006-06-16,34399.0,1256.16,2.26,14679.35,7976.45,2140.51,15807.37,5619.3
2006-06-19,33897.0,1251.54,2.25,14815.86,7933.88,2136.6,15759.96,5597.4
2006-06-20,33632.0,1240.12,2.25,14811.11,7850.29,2110.92,15709.0,5626.1
2006-06-21,34547.0,1240.09,2.23,14712.86,7860.28,2109.22,15599.86,5658.2
2006-06-22,34317.0,1251.92,2.22,14812.17,7953.57,2138.97,15859.85,5665.0
2006-06-23,34661.0,1245.59,2.24,15001.77,7920.22,2120.3,15729.55,5684.1
2006-06-26,34631.0,1244.5,2.23,15080.23,7924.62,2126.46,15756.68,5692.1
2006-06-27,34376.0,1250.55,2.24,15165.63,7966.79,2134.58,15827.85,5681.2
2006-06-28,34835.0,1238.99,2.23,14998.01,7886.5,2105.94,15632.44,5652.3
2006-06-29,36487.0,1245.94,2.22,14981.7,7929.71,2121.5,15890.2,5678.6
2006-06-30,36631.0,1272.86,2.17,15333.1,8138.84,2181.47,16170.79,5791.5
2006-07-03,37357.0,1270.06,2.16,15573.35,8169.07,2177.91,16288.59,5833.4
2006-07-05,36378.0,1280.05,2.17,15504.17,8241.51,2174.69,16364.0,5883.5
2006-07-06,36533.0,1270.58,2.2,15455.18,8163.85,2156.3,16141.67,5826.7
2006-07-07,36102.0,1274.08,2.17,15428.32,8197.81,2146.89,16497.9,5890.0
2006-07-10,36141.0,1265.46,2.18,15149.91,8154.94,2135.96,16376.82,5888.9
2006-07-11,36554.0,1267.26,2.17,15485.26,8175.18,2110.42,16512.24,5896.9
2006-07-12,36230.0,1272.39,2.18,15405.42,8206.27,2121.71,16507.72,5857.3
2006-07-13,35354.0,1258.58,2.19,15127.74,8113.06,2076.39,16490.48,5860.6
2006-07-14,35350.0,1242.29,2.21,14914.01,7992.02,2053.88,16123.96,5765.0
2006-07-18,35130.0,1234.48,2.2,14714.18,7892.88,2043.18,16035.0,5701.0
2006-07-19,36785.0,1236.74,2.19,14503.83,7898.39,2037.68,16069.8,5681.7
2006-07-20,35847.0,1259.81,2.17,14713.56,8076.69,2083.83,16418.14,5778.0
2006-07-21,35510.0,1249.12,2.18,14825.16,8007.59,2035.26,16406.78,5770.9
2006-07-24,36224.0,1240.25,2.2,14700.58,7953.15,2030.49,16376.38,5719.7
2006-07-25,36681.0,1260.91,2.08,14970.6,8099.94,2060.38,16668.63,5833.9
2006-07-26,36594.0,1268.87,2.09,15065.57,8149.76,2066.46,16584.49,5851.2
2006-07-27,36888.0,1268.2,2.06,14883.5,8164.27,2082.57,16713.04,5877.1
2006-07-28,37381.0,1263.15,2.08,15217.44,8144.86,2065.28,16935.0,5929.5
2006-07-31,37077.0,1278.53,2.06,15462.39,8255.02,2087.86,17103.44,5974.9
2006-08-01,36839.0,1278.53,2.06,15387.52,8242.23,2080.34,16990.22,5928.3
2006-08-02,37288.0,1270.73,2.05,15341.53,8206.11,2069.91,16887.68,5880.8
2006-08-03,37451.0,1278.22,2.19,15527.27,8259.91,2064.56,17073.44,5932.1
2006-08-04,37848.0,1280.26,2.05,15502.56,8262.47,2107.83,17049.96,5838.4
2006-08-07,37698.0,1279.31,2.05,15494.47,8270.79,2079.45,16927.74,5889.4
2006-08-08,37600.0,1275.67,2.07,15234.39,8238.56,2079.52,17056.57,5828.8
2006-08-09,37255.0,1271.13,2.08,15417.02,8210.29,2085.56,16996.0,5818.1
2006-08-10,37354.0,1265.72,2.07,15585.09,8192.61,2052.98,17322.52,5860.5
2006-08-11,36944.0,1271.64,2.07,15622.24,8209.66,2066.23,17255.23,5823.4
2006-08-14,36557.0,1266.67,2.05,15550.96,8163.28,2073.01,17280.07,5820.1
2006-08-15,37296.0,1268.19,2.16,15831.69,8169.68,2092.49,17274.51,5870.9
2006-08-16,37678.0,1285.27,2.04,15970.6,8296.03,2127.06,17406.62,5897.9
2006-08-17,37559.0,1295.37,2.01,16142.56,8357.36,2144.3,17501.95,5896.6
2006-08-18,37552.0,1297.48,2.03,16052.58,8354.08,2157.14,17381.42,5900.4
2006-08-21,37161.0,1302.3,2.02,16104.5,8379.93,2151.91,17326.38,5903.4
2006-08-22,36678.0,1297.52,2.03,15994.99,8361.71,2145.31,17096.51,5915.2
2006-08-23,35512.0,1298.73,2.02,16161.82,8364.15,2152.91,17101.12,5902.6
2006-08-24,35797.0,1292.97,2.03,16088.54,8320.26,2142.34,16970.98,5860.0
2006-08-25,35958.0,1295.92,2.05,15955.76,8327.66,2132.17,16958.28,5869.1
2006-08-29,36304.0,1301.57,2.04,15881.92,8359.18,2161.96,17003.56,5878.6
2006-08-30,36313.0,1303.7,2.02,15929.9,8383.62,2175.07,17147.76,5888.3
2006-08-31,36232.0,1304.25,2.02,15884.61,8388.34,2189.17,17395.54,5929.3
2006-09-01,37329.0,1303.8,2.03,16072.81,8388.68,2194.56,17373.17,5906.1
2006-09-05,37368.0,1310.94,2.03,16357.29,8435.75,2192.94,17523.81,5986.6
2006-09-06,36710.0,1313.04,2.02,16350.27,8452.91,2189.7,17445.98,5981.7
2006-09-08,36558.0,1294.02,2.04,15907.97,8287.81,2160.02,17071.18,5858.1
2006-09-11,35772.0,1298.86,2.15,16053.13,8294.64,2152.12,17141.61,5879.3
2006-09-12,36147.0,1299.53,2.05,15843.8,8262.29,2174.61,16932.29,5850.8
2006-09-13,36550.0,1312.74,2.07,15889.5,8348.32,2214.8,17221.0,5895.5
2006-09-14,36154.0,1318.0,2.05,15831.72,8382.68,2221.73,17274.67,5892.2
2006-09-15,36170.0,1316.28,2.04,15872.29,8357.83,2243.28,17179.09,5877.2
2006-09-19,35886.0,1321.17,2.14,15948.47,8390.49,2239.86,17411.93,5890.2
2006-09-20,35197.0,1318.28,2.15,15757.97,8347.57,2242.11,17232.2,5831.8
2006-09-21,34830.0,1324.89,2.03,15820.11,8391.84,2257.54,17546.56,5866.2
2006-09-22,34799.0,1318.03,2.05,15706.85,8373.31,2233.55,17526.34,5896.7
2006-09-25,34973.0,1314.78,2.09,15550.56,8344.67,2227.37,17546.04,5822.3
2006-09-26,35819.0,1326.35,2.09,15594.48,8398.58,2247.72,17614.29,5798.3
2006-09-27,36106.0,1336.12,2.2,15692.98,8451.78,2256.17,17478.25,5873.6
2006-09-28,36486.0,1336.56,2.07,15970.39,8476.51,2266.93,17565.93,5930.1
2006-09-29,36449.0,1339.15,2.07,16097.08,8490.38,2273.3,17559.67,5971.3
2006-10-03,36438.0,1331.32,2.04,16198.55,8461.39,2233.01,17490.51,5957.8
2006-10-04,37749.0,1333.81,2.17,16288.92,8447.83,2239.88,17637.2,5937.1
2006-10-05,37977.0,1349.84,2.05,16291.79,8538.59,2289.53,17897.93,5966.5
2006-10-06,37940.0,1353.22,2.05,16444.71,8570.48,2296.15,17901.06,6004.5
2006-10-10,38655.0,1350.62,2.15,16325.48,8538.4,2314.12,17780.3,6030.9
2006-10-11,38322.0,1353.28,2.15,16497.27,8563.61,2304.67,17856.6,6072.7
2006-10-13,38850.0,1362.82,2.15,16494.49,8626.76,2344.7,18049.83,6121.3
2006-10-16,39229.0,1365.61,2.13,16663.22,8645.37,2359.19,18067.2,6157.3
2006-10-17,38898.0,1369.05,2.13,16704.86,8692.46,2354.07,17965.35,6172.4
2006-10-18,38686.0,1363.93,2.13,16519.91,8646.27,2355.42,17910.01,6108.6
2006-10-19,38920.0,1365.95,2.12,16673.26,8663.52,2332.54,18053.9,6150.4
2006-10-20,38643.0,1366.94,2.13,16556.09,8700.83,2340.94,18012.61,6156.0
2006-10-23,39227.0,1368.58,2.13,16641.32,8702.03,2338.15,18170.22,6155.2
2006-10-24,39499.0,1377.02,2.13,16853.73,8736.57,2352.49,18136.18,6166.1
2006-10-25,39563.0,1377.36,2.15,16837.8,8750.07,2346.77,18150.89,6182.5
2006-10-26,39645.0,1382.21,2.14,16794.41,8795.77,2361.09,18267.42,6214.6
2006-10-27,39328.0,1388.89,2.13,16879.33,8845.31,2375.17,18400.81,6184.8
2006-10-31,39263.0,1377.93,2.02,16389.45,8766.78,2368.75,18196.04,6126.8
2006-11-01,39930.0,1377.76,2.01,16338.72,8774.98,2373.49,18376.39,6129.2
2006-11-06,41247.0,1364.27,2.03,16278.78,8716.76,2341.66,18702.25,6148.1
2006-11-07,41048.0,1379.75,2.13,16509.79,8819.62,2366.01,19102.88,6224.5
2006-11-08,41334.0,1382.5,2.13,16404.05,8835.1,2363.92,18933.47,6244.0
